,test_loss,test_acc,test_recall,test_precision,test_f1,k,i,ckpt
22,0.8047400116920471,0.7376759648323059,0.7376759648323059,0.7229711413383484,0.7376759648323059,1,8,lightning_logs/version_19/checkpoints/model-1-8-epoch=21-valid_loss=8.62E-01.ckpt
23,0.7751972079277039,0.7677639722824097,0.7677639722824097,0.7642180919647217,0.7677639722824097,3,7,lightning_logs/version_37/checkpoints/model-3-7-epoch=11-valid_loss=9.02E-01.ckpt
24,0.8786499500274658,0.6527732610702515,0.6527732610702515,0.594579815864563,0.6527732610702515,0,3,lightning_logs/version_5/checkpoints/model-0-3-epoch=12-valid_loss=8.89E-01.ckpt
25,0.8355308175086975,0.7044325470924377,0.7044326066970825,0.7062518000602722,0.7044326066970825,3,6,lightning_logs/version_36/checkpoints/model-3-6-epoch=12-valid_loss=9.07E-01.ckpt
26,0.96964031457901,0.5725364089012146,0.5725363492965698,0.465631902217865,0.5725363492965698,0,1,lightning_logs/version_3/checkpoints/model-0-1-epoch=20-valid_loss=9.38E-01.ckpt
27,0.729458749294281,0.814203143119812,0.814203143119812,0.8029499053955078,0.814203143119812,0,8,lightning_logs/version_10/checkpoints/model-0-8-epoch=12-valid_loss=7.84E-01.ckpt
28,1.079451084136963,0.4266774654388428,0.4266774654388428,0.41858482360839844,0.4266774654388428,2,2,lightning_logs/version_22/checkpoints/model-2-2-epoch=05-valid_loss=1.05E+00.ckpt
29,0.9620716571807861,0.5823098421096802,0.582309901714325,0.48625218868255615,0.582309901714325,0,4,lightning_logs/version_6/checkpoints/model-0-4-epoch=13-valid_loss=8.92E-01.ckpt
30,0.7479787468910217,0.7987865209579468,0.7987865805625916,0.7840784192085266,0.7987865805625916,0,7,lightning_logs/version_9/checkpoints/model-0-7-epoch=07-valid_loss=9.18E-01.ckpt
31,0.9526095390319824,0.5907357931137085,0.5907358527183533,0.41148626804351807,0.5907358527183533,0,1,lightning_logs/version_2/checkpoints/model-0-1-epoch=01-valid_loss=9.39E-01.ckpt
32,0.7973335385322571,0.7473952174186707,0.7473952174186707,0.7282732129096985,0.7473952174186707,1,7,lightning_logs/version_18/checkpoints/model-1-7-epoch=16-valid_loss=9.08E-01.ckpt
33,1.0843979120254517,0.3991070091724396,0.3991069793701172,0.39654088020324707,0.3991069793701172,3,1,lightning_logs/version_30/checkpoints/model-3-1-epoch=01-valid_loss=1.08E+00.ckpt
34,0.7882161736488342,0.7531542181968689,0.7531542181968689,0.7523530721664429,0.7531542181968689,3,8,lightning_logs/version_38/checkpoints/model-3-8-epoch=12-valid_loss=8.81E-01.ckpt
35,0.8588150143623352,0.6805627346038818,0.6805627346038818,0.6824052333831787,0.6805627346038818,3,4,lightning_logs/version_33/checkpoints/model-3-4-epoch=18-valid_loss=9.22E-01.ckpt
36,1.079316258430481,0.4072014093399048,0.4072014391422272,0.3923618197441101,0.4072014391422272,2,1,lightning_logs/version_21/checkpoints/model-2-1-epoch=02-valid_loss=1.08E+00.ckpt
37,0.8628494739532471,0.6750825643539429,0.6750825643539429,0.6742900609970093,0.6750825643539429,2,5,lightning_logs/version_25/checkpoints/model-2-5-epoch=12-valid_loss=9.16E-01.ckpt
38,0.9032252430915833,0.6330442428588867,0.6330442428588867,0.6331825256347656,0.6330442428588867,1,6,lightning_logs/version_17/checkpoints/model-1-6-epoch=18-valid_loss=9.09E-01.ckpt
